"supervisor","subordinate"
"1733","59589"
"38656","42796"
"7414","23901"
"79188","83417"
"58221","80135"
"5535","58394"
"818","937"
"86555","86911"
"47519","44022"
"4352","28651"
"16694","7338"
"80408","80587"
"51994","80111"
"10109","56181"
"86405","86912"
"3335","20662"
"24903","33091"
"28901","67302"
"86531","86913"
"23426","23445"
"5783","1201"
"914","990"
"85961","86914"
"34889","68687"
"8399","46341"
"33543","56769"
"33378","77386"
"33378","77400"
"14414","60482"
"58824","42264"
"17278","1086"
"22570","19635"
"7835","17259"
"28184","59191"
"533","12829"
"22055","27284"
"13978","36068"
"8595","91038"
"818","820"
"8977","55315"
"53251","52349"
"29193","29644"
"223","58"
"223","34"
"398","14622"
"4153","55420"
"31149","93860"
"87347","86915"
"86608","88778"
"84603","84450"
"14321","26444"
"16012","19829"
"86982","88635"
"86531","86916"
"45288","62418"
"51985","60966"
"63923","58503"
"68908","36592"
"69658","69773"
"8713","28566"
"29099","47690"
"18285","59171"
"8976","34741"
"5972","42366"
"8414","77653"
"1171","1236"
"8782","50038"
"3853","43511"
"33421","77755"
"10676","63146"
"23639","79004"
"52373","52228"
"2310","61282"
"32291","69876"
"699","32906"
"13937","69625"
"64948","54470"
"6126","38904"
"296","7006"
"7287","83871"
"28803","826"
"385","13262"
"25243","46057"
"2249","8203"
"10685","72901"
"14160","33420"
"53155","52453"
"9677","10689"
"2369","9937"
"14530","14196"
"1168","6366"
"1978","31842"
"730","11935"
"5718","5658"
"11608","7205"
"49958","77975"
"277","72102"
"3415","71998"
"1827","5160"
"25811","91977"
"6298","41918"
"28235","34529"
"52246","65564"
"7568","15282"
"33543","18322"
"59097","11630"
"24765","24245"
"1195","6527"
"29191","29777"
"24234","25212"
"728","26252"
"6560","74566"
"57960","3280"
"87169","86917"
"10761","34512"
"20004","27257"
"1936","22930"
"2635","8980"
"1356","29733"
"7744","44845"
"1239","38931"
"8084","11530"
"17743","74643"
"23372","23263"
"44758","7565"
"25788","36728"
"1556","23920"
"7456","78373"
"1248","64288"
"9119","50464"
"31982","40520"
"31551","60245"
"33805","33791"
"53627","28861"
"59136","52096"
"52853","67163"
"12263","90744"
"15160","24207"
"4318","30162"
"382","24345"
"2397","78048"
"2893","42379"
"25788","32573"
"29667","62063"
"6126","71827"
"22962","84206"
"8897","1846"
"51245","52294"
"29752","69526"
"6328","82020"
"39121","48708"
"5019","13317"
"2581","13873"
"33686","33716"
"19732","49464"
"4041","63476"
"10357","10003"
"21650","71701"
"17723","15736"
"14791","83445"
"21890","93529"
"17965","44278"
"3047","42520"
"61617","38771"
"9677","12353"
"8144","9150"
"28093","14184"
"60518","20208"
"14186","48801"
"14110","49932"
"8414","74916"
"4326","4427"
"15327","22485"
"45271","72598"
"29193","26074"
"8979","2483"
"23256","25658"
"6162","79065"
"8930","21093"
"33378","79187"
"8304","27135"
"35274","12251"
"8414","80951"
"9730","47711"
"6663","35907"
"3931","2033"
"79985","78190"
"76502","89368"
"29668","66754"
"31903","28874"
"12621","61649"
"63859","44286"
"9678","11877"
"14649","69237"
"63030","11658"
"16402","62465"
"5342","2877"
"2170","27570"
"434","21117"
"22158","10039"
"7389","88838"
"21977","19384"
"12257","34913"
"56938","79940"
"864","87598"
"16790","18924"
"17306","47366"
"16723","23483"
"18049","25353"
"24286","48630"
"10154","23118"
"10792","64101"
"8189","73"
"42615","10579"
"13809","38747"
"10526","30918"
"51040","39586"
"28901","71110"
"39593","6869"
"5578","9545"
"79750","80588"
"32678","45855"
"8930","49923"
"11479","30165"
"8414","80296"
"33490","76969"
"4677","77258"
"19382","33844"
"2048","65757"
"7200","34939"
"916","4112"
"28014","58243"
"8910","45196"
"28095","42119"
"9678","41275"
"3376","78686"
"29183","43802"
"7475","10977"
"87332","86918"
"12812","47290"
"22388","22877"
"39072","22929"
"31170","48725"
"17523","12035"
"29382","75577"
"4730","5379"
"1219","36260"
"9711","9762"
"2668","2265"
"8224","24108"
"79981","81325"
"28391","24955"
"9483","43213"
"2170","22511"
"88601","86919"
"9034","58425"
"51968","57078"
"53087","52177"
"9678","16781"
"20766","11856"
"9782","9787"
"24286","40975"
"11365","46408"
"28803","1000"
"769","811"
"79944","81948"
"8414","89194"
"1840","63489"
"12786","12696"
"10221","9431"
"2908","56131"
"7771","71834"
"4729","20103"
"59770","6253"
"10221","42517"
"51985","68594"
"88666","86920"
"26913","68591"
"361","45150"
"8961","11676"
"70545","42182"
"24800","10486"
"87350","86921"
"88601","86922"
"6404","6361"
"86799","86923"
"6298","6922"
"32252","11463"
"47509","82243"
"42099","26772"
"5014","18375"
"40605","78444"
"22962","31328"
"58359","20038"
"20681","92651"
"8420","30121"
"11949","76712"
"277","74584"
"6268","55897"
"10501","10411"
"18141","68059"
"38980","72623"
"8228","8081"
"24832","3714"
"52246","52345"
"71732","46383"
"47481","71853"
"24148","35795"
"43473","63505"
"7409","2793"
"35282","88724"
"28373","80086"
"8197","70161"
"14129","59777"
"30598","24550"
"4041","44786"
"35748","64676"
"346","7975"
"49219","70421"
"2103","62647"
"12257","65281"
"8404","69699"
"293","42748"
"1196","5483"
"49623","52430"
"29164","5253"
"5566","43037"
"15592","15767"
"7960","57447"
"6961","12021"
"60211","42172"
"9995","10658"
"7201","37876"
"51968","51983"
"53811","74041"
"51716","77438"
"87332","86924"
"2581","3952"
"4400","41961"
"62105","62107"
"1961","57100"
"46","22847"
"9850","44599"
"7614","40087"
"7348","7321"
"12627","40868"
"11301","38131"
"13059","37116"
"51985","52270"
"7694","12039"
"8415","50387"
"7594","62090"
"2963","3913"
"16148","74087"
"1274","59366"
"4943","64985"
"2632","2662"
"10469","68103"
"15980","16126"
"17328","82939"
"3822","93177"
"87694","91420"
"86531","89653"
"6157","5587"
"8419","7974"
"26394","13031"
"24149","24327"
"5410","5754"
"53292","54443"
"20004","23308"
"7125","48881"
"51985","52312"
"14414","14518"
"2406","80877"
"9077","46687"
"1629","71973"
"68122","35051"
"79913","81326"
"22026","40526"
"1261","41669"
"24316","79264"
"76502","89369"
"24916","11604"
"16000","14411"
"1438","67342"
"14573","61232"
"354","40425"
"916","53675"
"293","19443"
"39593","33260"
"6409","6902"
"28807","50623"
"237","19735"
"769","760"
"24557","40988"
"24302","23207"
"61410","69741"
"76502","89280"
"1161","1263"
"93257","19412"
"33490","93940"
"7456","10044"
"17738","41115"
"71258","28609"
"29149","29664"
"15694","21124"
"2578","51082"
"12574","19547"
"1185","27189"
"26166","35951"
"51486","52040"
"12263","13087"
"24281","24187"
"22526","64614"
"11709","46658"
"8414","77552"
"8976","4283"
"8417","8400"
"3027","94032"
"2556","1372"
"14530","12196"
"15647","15831"
"321","16968"
"13772","318"
"86799","88779"
"86608","86925"
"9677","41693"
"41758","92025"
"87516","86926"
"43468","7436"
"8930","21848"
"12763","23921"
"18526","12026"
"53903","65146"
"26605","80679"
"23097","30466"
"58241","62125"
"1193","5611"
"12263","39219"
"1986","34253"
"3785","34852"
"4951","78729"
"14141","41236"
"1652","61533"
"6268","74373"
"29350","14616"
"5956","28653"
"18141","51050"
"23432","91628"
"5391","5528"
"42714","3787"
"49468","52293"
"407","1760"
"84100","92252"
"51632","52319"
"2103","2325"
"33490","30295"
"33868","14200"
"7633","83477"
"444","42894"
"25261","49716"
"31982","50688"
"33076","89205"
"36370","12625"
"2057","3460"
"45630","49276"
"33266","70151"
"7122","10020"
"8414","69113"
"3859","19229"
"361","14599"
"653","6064"
"1429","75493"
"74229","69343"
"30565","69315"
"859","968"
"12263","90797"
"9551","22707"
"60510","60376"
"31277","53589"
"28063","60377"
"7475","74319"
"2527","30767"
"40072","28871"
"2566","78028"
"47316","55383"
"16790","59321"
"9053","31678"
"70545","93893"
"25788","36916"
"21650","60193"
"10099","76934"
"14027","62137"
"16632","65924"
"10427","65350"
"43468","21323"
"58359","73832"
"74324","58537"
"4481","90542"
"18021","22753"
"67337","9816"
"30185","76718"
"45376","24619"
"20355","2339"
"25183","57592"
"23639","64443"
"10427","10444"
"8543","73223"
"41537","3327"
"13193","6385"
"26394","28649"
"1395","23793"
"1193","64437"
"492","78168"
"7598","28780"
"345","9640"
"45266","23150"
"33378","77109"
"8930","82161"
"4800","11289"
"29143","17069"
"26166","11640"
"6352","80472"
"10970","10978"
"21977","82014"
"27467","4560"
"31982","40634"
"2890","8769"
"719","35616"
"49623","52431"
"52984","67008"
"24945","24944"
"16098","42924"
"9711","47750"
"11853","18294"
"7383","12334"
"10753","74682"
"9088","7070"
"27787","70585"
"3047","8346"
"2869","83431"
"1268","2493"
"48015","63770"
"29923","1306"
"89486","90976"
"3415","40505"
"11473","67453"
"43473","60937"
"53031","52043"
"3438","11730"
"12405","30437"
"36085","13845"
"2289","80351"
"26917","27503"
"36085","13335"
"6679","6621"
"275","76131"
"26913","68528"
"13978","14000"
"29372","92722"
"29627","71694"
"29752","38230"
"345","4850"
"53243","67446"
"4883","12236"
"23256","25796"
"40312","84744"
"12763","12724"
"1438","31133"
"7320","11651"
"1550","47332"
"1269","61607"
"1438","12135"
"43473","48066"
"67091","73393"
"6298","76377"
"42909","55264"
"29155","43927"
"8179","14371"
"9850","10521"
"856","9536"
"77740","92983"
"7122","30957"
"9711","10185"
"6305","34325"
"52417","52109"
"27854","65675"
"22570","69710"
"2722","72720"
"28901","53490"
"34869","93133"
"29183","13559"
"20004","19916"
"17523","48737"
"18480","61840"
"77844","41449"
"48942","75357"
"26913","33040"
"52390","52289"
"29656","13860"
"20152","23148"
"12623","44767"
"3074","38006"
"26394","14498"
"1164","46994"
"8982","15167"
"789","54058"
"479","682"
"85120","85170"
"13878","49953"
"51069","71324"
"51228","66516"
"6268","8104"
"29080","67720"
"26208","1317"
"24096","93911"
"10143","57627"
"85550","85544"
"27909","26780"
"29099","26385"
"6328","63750"
"29038","29002"
"45483","40570"
"3501","63431"
"293","53874"
"9874","10021"
"1974","58668"
"13038","44410"
"50553","68982"
"1244","49995"
"15592","23289"
"18026","608"
"8604","65960"
"31277","93206"
"13164","71968"
"15247","50010"
"7115","46669"
"989","50638"
"13934","515"
"29089","59232"
"25788","40841"
"31156","12063"
"7247","12682"
"17269","54054"
"12778","60319"
"7614","5553"
"32413","2935"
"1369","23040"
"1165","41376"
"31903","57465"
"6523","77459"
"3309","34079"
"8414","91331"
"61410","72053"
"30755","39007"
"52782","52005"
"7462","37645"
"6447","6434"
"13264","76209"
"4414","71583"
"1920","59641"
"88601","86927"
"53650","23772"
"8179","28316"
"3489","79228"
"3910","50360"
"25311","24425"
"60695","9789"
"28394","53464"
"8977","24160"
"3643","3650"
"3843","4021"
"43468","25780"
"56115","61758"
"3990","14069"
"87549","86928"
"61410","72380"
"12231","30910"
"86885","86929"
"48925","42347"
"2406","58788"
"4564","52198"
"86405","86930"
"24410","77716"
"19994","6367"
"14791","8963"
"17740","33964"
"87417","86931"
"35192","92123"
"8889","42267"
"3810","76468"
"29122","46956"
"2256","11348"
"9677","14617"
"23372","58871"
"87631","86932"
"12329","64399"
"26916","77478"
"7125","14603"
"17439","736"
"51836","90083"
"9843","9840"
"7242","12203"
"9887","9959"
"22717","76876"
"24730","53564"
"7389","13374"
"9868","53722"
"35897","73961"
"50833","20319"
"27712","76976"
"13193","40068"
"16699","31183"
"55358","53500"
"8414","82146"
"87516","92555"
"32159","26779"
"25788","19975"
"11197","92794"
"13705","10587"
"29682","32754"
"9832","10397"
"12263","25347"
"19387","37894"
"87347","86933"
"3253","50735"
"58615","83079"
"28065","71461"
"4435","74135"
"84387","84451"
"87516","89522"
"87347","86934"
"44737","56685"
"29188","29665"
"34846","85453"
"86405","86935"
"290","742"
"9551","68975"
"41537","49584"
"2330","66404"
"6263","6514"
"15331","50959"
"43473","70894"
"2175","10806"
"20012","28508"
"6303","73500"
"15585","58278"
"14414","58756"
"28033","40238"
"50414","52141"
"1200","13342"
"7412","53893"
"52111","52171"
"48015","29361"
"12786","23019"
"2980","68340"
"22315","275"
"19161","64052"
"33636","33808"
"6157","5457"
"26810","59852"
"10400","14612"
"76523","86936"
"87932","12189"
"17017","40369"
"6311","66575"
"9816","7681"
"67160","34857"
"29118","48675"
"14268","15291"
"53498","62156"
"9034","32570"
"28095","41098"
"23256","28973"
"33046","26967"
"18255","23359"
"8147","78091"
"9852","18698"
"1290","2432"
"59752","58930"
"69128","12007"
"1947","6088"
"24075","24077"
"63923","46561"
"12263","83924"
"49579","38172"
"67091","73394"
"58824","34445"
"34585","15418"
"8320","64139"
"6298","41548"
"7409","2809"
"21457","32818"
"43473","71195"
"46630","45932"
"49219","22695"
"2249","68676"
"34869","44766"
"17291","64070"
"6325","50901"
"3590","22166"
"24079","24962"
"2397","20416"
"4450","52038"
"4800","52313"
"60518","5134"
"1430","69004"
"1629","73966"
"74842","44401"
"23981","16117"
"51893","56858"
"61659","33124"
"45287","57311"
"3926","61207"
"25073","31505"
"43520","12363"
"29483","61968"
"68428","28716"
"2567","39715"
"26605","53854"
"8221","45554"
"293","55098"
"10755","20963"
"19983","22446"
"433","58241"
"5972","57530"
"35897","84758"
"10970","6398"
"8840","19859"
"9827","43124"
"2289","8968"
"13416","16690"
"10373","37781"
"7475","65168"
"14268","27600"
"60695","50994"
"8198","67738"
"56587","28840"
"26962","78875"
"61845","64114"
"13952","58510"
"5972","12444"
"581","2553"
"76502","89281"
"3526","3616"
"10744","6520"
"6311","5834"
"16806","78616"
"33724","33759"
"1862","8303"
"13939","57933"
"7125","21644"
"30243","82865"
"51952","22414"
"51841","52222"
"13059","88727"
"1217","6926"
"76502","89282"
"32510","32511"
"74423","12443"
"40375","82402"
"59752","59329"
"10594","10623"
"25811","25967"
"25310","50938"
"1826","20680"
"33543","49708"
"2144","64043"
"33076","76497"
"28806","5547"
"72207","72326"
"38004","60905"
"7257","27495"
"22962","61337"
"5410","50063"
"15703","13286"
"33076","92515"
"4799","50111"
"50414","64701"
"15585","34306"
"60754","26018"
"3501","49384"
"445","23513"
"1262","6481"
"8686","14715"
"859","11271"
"9801","9739"
"25311","34389"
"9015","34225"
"52328","52215"
"59130","72463"
"12595","12898"
"53251","54867"
"51985","57995"
"51231","52151"
"51846","88850"
"19153","49320"
"50455","45926"
"20004","46022"
"375","66744"
"18297","64401"
"42414","52246"
"769","44998"
"1751","77042"
"24775","24658"
"80172","8592"
"31982","82047"
"20004","78739"
"91099","59076"
"51526","52016"
"386","9638"
"12257","35303"
"51716","52376"
"1147","29166"
"4405","4395"
"1978","42548"
"5460","46632"
"2175","43165"
"66155","67636"
"2583","45304"
"43473","70963"
"26909","57754"
"3711","84083"
"36045","42352"
"7043","16019"
"4943","55845"
"20004","44568"
"24138","62415"
"10740","82970"
"74423","44682"
"51952","52150"
"10142","78893"
"1356","40371"
"51632","52131"
"410","16423"
"1939","8519"
"11622","40934"
"29164","58735"
"2583","30380"
"407","16420"
"24","14400"
"4943","68492"
"9890","22487"
"20004","27266"
"2668","76971"
"91099","2521"
"2322","80146"
"41125","29845"
"4730","52420"
"11338","12220"
"2591","70545"
"18247","68569"
"30243","65211"
"6325","18979"
"39312","62022"
"1886","50013"
"32510","89972"
"7133","6976"
"42249","66449"
"26394","4712"
"4729","85327"
"74842","59667"
"65642","69310"
"46","76005"
"43473","70839"
"1438","9693"
"20179","7465"
"9144","68613"
"5724","60426"
"29099","11785"
"42195","5667"
"8320","12248"
"17533","40119"
"25755","5702"
"23368","25637"
"12265","49119"
"14791","16012"
"27858","93560"
"10469","49345"
"50360","19798"
"9678","15163"
"2854","16657"
"9852","21565"
"42921","62952"
"33378","62876"
"1920","8528"
"29383","41658"
"15429","93558"
"17009","68973"
"23256","55776"
"25811","25817"
"59752","93145"
"29752","64125"
"53031","52052"
"33451","25425"
"28606","20084"
"1886","14194"
"84387","84452"
"7327","4791"
"26907","63774"
"13768","13769"
"53627","29613"
"50496","54978"
"20592","78710"
"45288","26930"
"24245","24112"
"1511","32458"
"1945","77117"
"38953","66005"
"8410","61034"
"13408","46283"
"3501","92145"
"13939","45854"
"12263","65225"
"22506","4404"
"24730","22916"
"3368","17651"
"23432","62513"
"16290","11537"
"386","35940"
"80765","86937"
"1904","14449"
"6237","4766"
"12278","41826"
"5518","64863"
"1961","6200"
"11336","4725"
"14530","13654"
"49964","92451"
"4625","38839"
"50077","37871"
"9677","22009"
"86885","86938"
"19870","13992"
"1174","1244"
"80765","88666"
"88666","86939"
"66235","67976"
"17632","90313"
"79509","21330"
"6849","60328"
"398","10245"
"7172","9571"
"24403","6853"
"19930","62483"
"22117","80733"
"87561","86940"
"51968","53053"
"8527","66409"
"29923","1265"
"9672","56793"
"9677","49599"
"67091","73954"
"79995","52454"
"13978","22794"
"59752","76099"
"7135","7836"
"59752","77617"
"12574","60432"
"79672","45129"
"25755","33105"
"26909","78141"
"39987","16077"
"7694","26809"
"20593","19864"
"22174","28998"
"54571","82290"
"20600","27381"
"10126","49046"
"9077","20330"
"76502","89283"
"61410","78337"
"1323","65556"
"11633","54697"
"3784","77712"
"6372","11631"
"63685","16421"
"9677","28560"
"12329","50119"
"9428","9751"
"407","34192"
"29828","73746"
"4463","4377"
"43468","27753"
"6148","34112"
"60279","71735"
"47316","40643"
"7614","57266"
"2561","20185"
"60518","5046"
"27858","92072"
"33378","76290"
"18021","2971"
"14856","11799"
"12627","74975"
"4969","7964"
"10970","10979"
"8917","18515"
"50050","43501"
"21453","82765"
"41850","30248"
"359","40905"
"7877","89417"
"1179","22207"
"20004","55269"
"19994","55003"
"55838","18963"
"24062","45629"
"1946","7053"
"59314","3408"
"23639","81744"
"67337","9722"
"3090","14094"
"16111","8037"
"7594","56931"
"32252","7811"
"4400","4396"
"9995","32523"
"45143","34147"
"2256","28348"
"26908","27041"
"13897","58794"
"20681","79104"
"39400","56468"
"25755","28644"
"10207","33618"
"79995","57767"
"1886","1913"
"8976","5389"
"2103","43519"
"3931","8926"
"3496","3416"
"20085","59027"
"73289","75243"
"7458","20339"
"818","822"
"12263","39095"
"79714","92790"
"17291","79570"
"6328","67945"
"4663","75379"
"4663","89583"
"10772","33553"
"80399","79941"
"19343","45491"
"47481","67232"
"59752","75500"
"6268","5262"
"26939","40699"
"25788","61587"
"87072","86941"
"4663","75382"
"6328","67740"
"14062","93353"
"7314","91148"
"25311","91733"
"2249","76919"
"9678","10197"
"51459","52026"
"26913","46173"
"26121","22842"
"7804","11964"
"24186","25981"
"25914","24431"
"29191","70102"
"44022","54453"
"5783","6068"
"1179","6920"
"1000","65181"
"1200","6954"
"26939","90091"
"10357","56147"
"4320","85840"
"3822","62664"
"28100","42567"
"7389","417"
"16610","23835"
"11640","28086"
"2344","2342"
"17743","18525"
"9063","45022"
"14429","15591"
"15518","38379"
"33378","76291"
"91099","18896"
"43344","2360"
"29163","8950"
"5595","6732"
"33787","33761"
"4677","64847"
"74229","72424"
"17192","74831"
"719","9810"
"2103","76701"
"4284","43470"
"10594","20798"
"10770","58888"
"63541","50404"
"31283","13059"
"12263","64745"
"24281","31869"
"24318","49358"
"3929","83138"
"63541","26529"
"18847","11484"
"25914","23830"
"9051","36331"
"18193","59324"
"32304","41474"
"2403","73152"
"4729","14338"
"3004","3046"
"51681","52070"
"44022","62901"
"6606","87619"
"2369","7061"
"923","85707"
"77740","91018"
"17552","31988"
"31764","55379"
"10501","22876"
"89486","90735"
"85120","85171"
"86531","86942"
"15518","35173"
"79909","80401"
"8440","43819"
"11365","8133"
"293","56284"
"7119","11442"
"87241","86943"
"76523","86944"
"57953","76020"
"40063","28921"
"18557","31716"
"6537","30640"
"44357","48523"
"29487","46591"
"23256","73783"
"7125","43781"
"55247","22793"
"28095","73478"
"3932","58825"
"25788","23586"
"1186","5259"
"54115","52050"
"53494","53499"
"16176","82274"
"53031","52223"
"9905","28720"
"12259","1346"
"28391","25750"
"51839","52191"
"4900","55477"
"56428","55115"
"48942","64366"
"51307","69150"
"17526","71027"
"12257","85892"
"456","10632"
"7334","60510"
"426","15740"
"92398","64886"
"7109","52035"
"68852","42337"
"7242","29731"
"24139","25070"
"1185","42324"
"8414","68335"
"859","10838"
"7823","42048"
"15259","42704"
"9677","9475"
"19003","71381"
"789","42499"
"13897","28236"
"4467","77971"
"86531","86945"
"7135","39312"
"8707","65002"
"16406","78053"
"27787","70603"
"25591","92834"
"45429","7813"
"6311","58328"
"8845","67041"
"47481","37864"
"26965","47633"
"4463","32605"
"74324","3583"
"15450","92619"
"51293","90347"
"8513","18761"
"24066","53629"
"24315","20104"
"13705","67277"
"2890","29161"
"25788","46083"
"14093","26875"
"1186","5303"
"60518","12044"
"46952","93855"
"8304","74296"
"28511","29195"
"14449","41635"
"59752","50189"
"29193","62120"
"11337","29426"
"8094","30906"
"3415","33390"
"2566","3041"
"3496","25399"
"16682","16987"
"53308","52279"
"574","79620"
"9677","15097"
"12263","83018"
"3376","82030"
"30115","69701"
"21434","82494"
"7409","62323"
"8404","61705"
"67260","91008"
"51893","56859"
"18247","34563"
"24286","7012"
"50673","73162"
"53272","52133"
"24741","20080"
"33686","33672"
"27153","20031"
"28409","26506"
"5391","61711"
"64817","33186"
"30566","82551"
"27909","38129"
"26410","34526"
"385","34381"
"10215","41815"
"19994","6925"
"9852","21585"
"80512","54678"
"13712","33150"
"59136","52207"
"10221","5015"
"29149","29047"
"916","16701"
"2200","31224"
"59752","77607"
"8427","91416"
"5391","34089"
"968","19178"
"4902","13445"
"6952","47695"
"28806","61465"
"385","72148"
"4318","7562"
"7320","11714"
"43468","56235"
"86704","86946"
"87417","86947"
"38771","29765"
"29539","29796"
"1898","79654"
"12263","55591"
"13877","38652"
"26166","11441"
"19003","47753"
"60518","57131"
"33378","62877"
"9678","47266"
"13250","4852"
"54347","54450"
"53087","52029"
"54595","54442"
"45340","12014"
"25788","37527"
"637","69424"
"55385","47199"
"38213","23928"
"7554","66344"
"14449","64928"
"7456","10365"
"9899","29383"
"24156","72495"
"66330","65920"
"727","40036"
"384","38601"
"33266","20619"
"20004","69293"
"25788","67585"
"17276","93651"
"87631","86948"
"3237","21354"
"14856","11369"
"1329","11035"
"87516","86949"
"86799","86950"
"55091","58494"
"9711","43832"
"6268","5264"
"21650","71596"
"1629","63569"
"3222","57114"
"18564","22248"
"23060","66761"
"8982","60444"
"27484","68370"
"4408","93904"
"84510","84453"
"27854","4366"
"26378","60763"
"637","15546"
"33378","66706"
"9100","31384"
"13193","48906"
"77740","66759"
"2566","71389"
"87661","86951"
"70623","11789"
"11709","78667"
"86484","86952"
"19578","9388"
"20004","19918"
"47441","14033"
"40314","21984"
"41537","28542"
"6303","85051"
"45156","82541"
"769","47763"
"26959","83532"
"26910","50306"
"817","788"
"48855","52334"
"28901","35156"
"523","54866"
"59752","66101"
"39707","41762"
"4320","60105"
"31982","87993"
"60518","23382"
"15339","45738"
"6358","6501"
"86531","86953"
"26909","46684"
"44367","42942"
"15858","44400"
"7057","19928"
"14647","237"
"31170","28841"
"75957","71102"
"11949","46364"
"1418","11480"
"4455","54985"
"86405","86954"
"12263","75476"
"47603","18095"
"24315","24248"
"1214","6149"
"79995","52422"
"7273","65615"
"47705","56749"
"22447","2336"
"8973","7342"
"33712","38735"
"39109","26969"
"19152","50128"
"67150","83753"
"9832","10004"
"73841","83121"
"8930","42069"
"33266","80971"
"49087","83918"
"21012","89428"
"6961","27372"
"16606","74934"
"29183","28863"
"13414","41820"
"17017","20602"
"56874","58580"
"2869","64193"
"28391","25861"
"29146","10744"
"8414","90515"
"1253","6560"
"15635","66872"
"27170","80301"
"78130","85793"
"2103","18445"
"31758","30574"
"50306","91062"
"25914","58962"
"13557","58161"
"1267","21819"
"2169","9604"
"8976","49752"
"2581","3989"
"12263","36710"
"31982","77148"
"4603","26993"
"13773","79217"
"1232","5469"
"56122","61947"
"6268","19933"
"5019","6332"
"52991","52021"
"21650","72785"
"56939","76682"
"51459","59036"
"5469","26174"
"4949","72779"
"28391","43488"
"8181","74939"
"51968","61393"
"6268","25225"
"7122","38199"
"60317","66732"
"385","31296"
"28100","57622"
"59752","76078"
"6298","11859"
"11704","10898"
"24079","25250"
"16045","25173"
"7122","70600"
"23368","24420"
"10126","89411"
"4999","67605"
"10777","64102"
"39521","77499"
"23932","41858"
"25261","49948"
"30598","39826"
"29656","77933"
"41125","68466"
"41125","68476"
"2249","30083"
"31982","82878"
"57621","84676"
"2175","24565"
"51846","54869"
"1629","89396"
"8330","30186"
"26394","15879"
"17276","74245"
"19947","74913"
"7539","7665"
"15327","30893"
"20","989"
"13208","16055"
"20004","65356"
"382","5005"
"51839","52197"
"1243","45460"
"59136","52022"
"16111","74785"
"29382","63373"
"38122","79626"
"46379","65793"
"30243","69862"
"4539","22396"
"12372","11459"
"8992","76322"
"28324","21389"
"76507","86955"
"76502","89801"
"46792","43902"
"3929","441"
"7314","55177"
"7681","25546"
"7048","21478"
"7350","48863"
"33378","76210"
"499","11817"
"27680","14582"
"25272","24721"
"50333","11692"
"1840","64817"
"33686","88963"
"78130","2751"
"26394","14357"
"13254","33892"
"43914","25471"
"7560","79552"
"2874","33168"
"7419","7715"
"14875","47509"
"69233","75219"
"66155","67637"
"9034","39960"
"14449","62878"
"4663","91469"
"384","69545"
"818","1091"
"84387","84454"
"55063","27814"
"8351","51969"
"1384","43887"
"34585","43859"
"817","4125"
"55764","73618"
"4406","64069"
"21266","11822"
"43473","59719"
"13193","8787"
"42909","75214"
"14998","50319"
"29089","12760"
"3489","76690"
"1155","696"
"26786","8351"
"26810","5619"
"22866","46705"
"7056","73809"
"42921","10234"
"53390","93910"
"5833","56912"
"24973","32318"
"24945","24584"
"589","59163"
"64817","636"
"7560","7131"
"6126","65522"
"47441","12972"
"17276","70840"
"26231","76035"
"7059","9699"
"1244","36556"
"52328","52065"
"52246","52108"
"50414","52360"
"7614","10930"
"77945","92253"
"24244","25795"
"60898","64947"
"21950","49811"
"30110","48055"
"29889","65100"
"11640","73748"
"43473","82704"
"76507","86956"
"16051","20470"
"11622","2136"
"262","31283"
"24893","48588"
"29187","26030"
"3090","3904"
"3720","63882"
"79951","81950"
"51632","56153"
"20004","27261"
"15647","13718"
"15579","11943"
"28807","43305"
"24852","88898"
"8189","55258"
"85320","91615"
"5805","49864"
"9890","9906"
"20363","44261"
"9899","5721"
"4970","4946"
"5047","54652"
"4883","37932"
"12623","68601"
"6952","43171"
"35192","91602"
"51985","68875"
"47441","12832"
"1231","5759"
"36251","76856"
"7133","70241"
"4663","75392"
"16406","78978"
"7996","11580"
"9678","8044"
"7264","8878"
"76502","89284"
"22934","24646"
"31781","48763"
"7102","13890"
"9053","78586"
"10025","25482"
"15161","12209"
"87347","86966"
"39593","77151"
"35118","12134"
"8396","53640"
"15247","41437"
"78918","81820"
"26378","35538"
"2581","8291"
"4202","42745"
"42921","11970"
"23256","73784"
"15585","18039"
"9711","30515"
"15450","56296"
"14046","294"
"9711","11356"
"8414","86958"
"6278","63154"
"25788","46027"
"26394","15730"
"41729","17272"
"26394","32448"
"23372","25626"
"17192","39286"
"15612","8249"
"43473","70897"
"14649","19396"
"8179","21034"
"4814","11634"
"82337","82653"
"8955","67767"
"24091","23372"
"35086","66002"
"52421","56978"
"2878","11405"
"38541","37931"
"14674","29865"
"51307","71153"
"51423","52475"
"8977","41446"
"8982","60805"
"5391","34853"
"11938","80535"
"17450","14710"
"26605","57510"
"31982","59694"
"33076","92511"
"3346","18952"
"12574","26604"
"2249","66293"
"9890","40547"
"18105","80015"
"9677","73267"
"13686","80343"
"1356","56177"
"24184","28111"
"6278","49307"
"42195","21797"
"54347","69492"
"24592","24587"
"24302","59437"
"17282","31352"
"7253","6202"
"24800","10478"
"73841","83122"
"39695","7563"
"1174","75154"
"7996","75337"
"4783","62052"
"47519","52433"
"29178","31356"
"24557","39305"
"4677","16993"
"85550","85545"
"24302","24397"
"13193","59089"
"21877","67804"
"29382","63374"
"12257","33395"
